step,x,y,z,r
603,-6.472707,0.000000,4.846316,8.085958
604,-6.525282,0.000000,4.841287,8.125107
605,-6.577812,0.000000,4.836224,8.164354
606,-6.630297,0.000000,4.831128,8.203697
607,-6.682737,0.000000,4.826000,8.243134
608,-6.735135,0.000000,4.820841,8.282665
609,-6.787489,0.000000,4.815651,8.322289
610,-6.839801,0.000000,4.810431,8.362005
611,-6.892072,0.000000,4.805182,8.401811
612,-6.944302,0.000000,4.799904,8.441707
613,-6.996492,0.000000,4.794599,8.481691
614,-7.048642,0.000000,4.789267,8.521762
615,-7.100754,0.000000,4.783908,8.561920
616,-7.152827,0.000000,4.778524,8.602164
617,-7.204863,0.000000,4.773114,8.642492
618,-7.256861,0.000000,4.767680,8.682903
619,-7.308824,0.000000,4.762222,8.723397
620,-7.360750,0.000000,4.756740,8.763973
621,-7.412641,0.000000,4.751236,8.804629
622,-7.464498,0.000000,4.745710,8.845365
623,-7.516320,0.000000,4.740162,8.886180
624,-7.568109,0.000000,4.734592,8.927073
625,-7.619864,0.000000,4.729002,8.968043
626,-7.671587,0.000000,4.723392,9.009089
627,-7.723278,0.000000,4.717762,9.050210
628,-7.774938,0.000000,4.712113,9.091406
629,-7.826567,0.000000,4.706445,9.132676
630,-7.878165,0.000000,4.700759,9.174018
631,-7.929733,0.000000,4.695054,9.215432
632,-7.981271,0.000000,4.689333,9.256918
633,-8.032780,0.000000,4.683594,9.298474
634,-8.084261,0.000000,4.677838,9.340099
635,-8.135714,0.000000,4.672067,9.381793
636,-8.187138,0.000000,4.666279,9.423555
637,-8.238536,0.000000,4.660475,9.465385
638,-8.289907,0.000000,4.654657,9.507281
639,-8.341251,0.000000,4.648824,9.549242
640,-8.392569,0.000000,4.642976,9.591269
641,-8.443862,0.000000,4.637114,9.633360
642,-8.495129,0.000000,4.631238,9.675515
643,-8.546372,0.000000,4.625349,9.717732
644,-8.597590,0.000000,4.619446,9.760012
645,-8.648784,0.000000,4.613530,9.802353
646,-8.699954,0.000000,4.607602,9.844755
647,-8.751102,0.000000,4.601662,9.887217
648,-8.802226,0.000000,4.595709,9.929739
649,-8.853327,0.000000,4.589745,9.972320
650,-8.904407,0.000000,4.583769,10.014959
651,-8.955464,0.000000,4.577782,10.057655
652,-9.006500,0.000000,4.571784,10.100408
653,-9.057515,0.000000,4.565775,10.143218
654,-9.108509,0.000000,4.559755,10.186083
655,-9.159482,0.000000,4.553725,10.229004
656,-9.210435,0.000000,4.547685,10.271979
657,-9.261368,0.000000,4.541636,10.315008
658,-9.312281,0.000000,4.535576,10.358090
659,-9.363175,0.000000,4.529508,10.401225
660,-9.414050,0.000000,4.523430,10.444413
661,-9.464906,0.000000,4.517343,10.487652
662,-9.515744,0.000000,4.511247,10.530942
663,-9.566564,0.000000,4.505142,10.574282
664,-9.617365,0.000000,4.499029,10.617673
665,-9.668149,0.000000,4.492908,10.661113
666,-9.718916,0.000000,4.486779,10.704602
667,-9.769665,0.000000,4.480642,10.748140
668,-9.820398,0.000000,4.474497,10.791725
669,-9.871114,0.000000,4.468345,10.835358
670,-9.921813,0.000000,4.462185,10.879038
671,-9.972497,0.000000,4.456018,10.922764
672,-10.023164,0.000000,4.449843,10.966537
673,-10.073816,0.000000,4.443662,11.010354
674,-10.124453,0.000000,4.437474,11.054217
675,-10.175074,0.000000,4.431280,11.098124
676,-10.225680,0.000000,4.425079,11.142076
677,-10.276272,0.000000,4.418871,11.186071
678,-10.326849,0.000000,4.412657,11.230109
679,-10.377411,0.000000,4.406437,11.274190
680,-10.427960,0.000000,4.400211,11.318313
681,-10.478495,0.000000,4.393980,11.362478
682,-10.529016,0.000000,4.387742,11.406684
683,-10.579523,0.000000,4.381499,11.450932
684,-10.630017,0.000000,4.375250,11.495220
685,-10.680498,0.000000,4.368996,11.539548
686,-10.730966,0.000000,4.362737,11.583916
687,-10.781422,0.000000,4.356472,11.628323
688,-10.831865,0.000000,4.350203,11.672770
689,-10.882295,0.000000,4.343928,11.717255
690,-10.932713,0.000000,4.337649,11.761778
691,-10.983119,0.000000,4.331365,11.806339
692,-11.033514,0.000000,4.325076,11.850937
693,-11.083896,0.000000,4.318782,11.895572
694,-11.134267,0.000000,4.312484,11.940244
695,-11.184627,0.000000,4.306182,11.984953
696,-11.234976,0.000000,4.299875,12.029697
697,-11.285313,0.000000,4.293564,12.074477
698,-11.335640,0.000000,4.287249,12.119292
699,-11.385956,0.000000,4.280930,12.164142
700,-11.436261,0.000000,4.274607,12.209027
701,-11.486556,0.000000,4.268280,12.253945
702,-11.536840,0.000000,4.261949,12.298898
703,-11.587115,0.000000,4.255615,12.343884
704,-11.637379,0.000000,4.249276,12.388904
705,-11.687633,0.000000,4.242935,12.433956
706,-11.737878,0.000000,4.236589,12.479041
707,-11.788113,0.000000,4.230240,12.524159
708,-11.838339,0.000000,4.223888,12.569308
709,-11.888555,0.000000,4.217532,12.614489
710,-11.938762,0.000000,4.211174,12.659701
711,-11.988960,0.000000,4.204811,12.704944
712,-12.039149,0.000000,4.198446,12.750218
713,-12.089330,0.000000,4.192078,12.795523
714,-12.139501,0.000000,4.185707,12.840858
715,-12.189664,0.000000,4.179332,12.886222
716,-12.239818,0.000000,4.172955,12.931616
717,-12.289964,0.000000,4.166575,12.977040
718,-12.340102,0.000000,4.160192,13.022492
719,-12.390231,0.000000,4.153806,13.067974
720,-12.440353,0.000000,4.147418,13.113484
721,-12.490466,0.000000,4.141027,13.159022
722,-12.540572,0.000000,4.134634,13.204588
723,-12.590670,0.000000,4.128237,13.250182
724,-12.640760,0.000000,4.121839,13.295803
725,-12.690843,0.000000,4.115438,13.341451
726,-12.740918,0.000000,4.109034,13.387127
727,-12.790986,0.000000,4.102628,13.432829
728,-12.841047,0.000000,4.096220,13.478557
729,-12.891101,0.000000,4.089810,13.524312
730,-12.941147,0.000000,4.083397,13.570093
731,-12.991187,0.000000,4.076982,13.615899
732,-13.041219,0.000000,4.070565,13.661731
733,-13.091245,0.000000,4.064146,13.707588
734,-13.141264,0.000000,4.057724,13.753471
735,-13.191277,0.000000,4.051301,13.799378
736,-13.241283,0.000000,4.044876,13.845310
737,-13.291283,0.000000,4.038448,13.891266
738,-13.341276,0.000000,4.032019,13.937246
739,-13.391263,0.000000,4.025588,13.983250
740,-13.441244,0.000000,4.019155,14.029278
741,-13.491218,0.000000,4.012720,14.075329
742,-13.541187,0.000000,4.006284,14.121404
743,-13.591149,0.000000,3.999845,14.167502
744,-13.641106,0.000000,3.993405,14.213622
745,-13.691057,0.000000,3.986963,14.259766
746,-13.741002,0.000000,3.980520,14.305931
747,-13.790942,0.000000,3.974075,14.352120
748,-13.840875,0.000000,3.967628,14.398330
749,-13.890804,0.000000,3.961179,14.444562
750,-13.940726,0.000000,3.954729,14.490816
751,-13.990644,0.000000,3.948278,14.537091
752,-14.040556,0.000000,3.941825,14.583388
753,-14.090463,0.000000,3.935371,14.629706
754,-14.140364,0.000000,3.928915,14.676044
755,-14.190261,0.000000,3.922457,14.722404
756,-14.240152,0.000000,3.915999,14.768784
757,-14.290039,0.000000,3.909539,14.815185
758,-14.339920,0.000000,3.903077,14.861605
759,-14.389796,0.000000,3.896614,14.908046
760,-14.439668,0.000000,3.890150,14.954507
761,-14.489535,0.000000,3.883685,15.000988
762,-14.539397,0.000000,3.877218,15.047488
763,-14.589255,0.000000,3.870750,15.094007
764,-14.639107,0.000000,3.864281,15.140546
765,-14.688956,0.000000,3.857811,15.187104
766,-14.738800,0.000000,3.851339,15.233681
767,-14.788639,0.000000,3.844866,15.280276
768,-14.838474,0.000000,3.838393,15.326890
769,-14.888304,0.000000,3.831918,15.373523
770,-14.938131,0.000000,3.825442,15.420174
771,-14.987953,0.000000,3.818964,15.466843
772,-15.037771,0.000000,3.812486,15.513530
773,-15.087584,0.000000,3.806007,15.560234
774,-15.137394,0.000000,3.799527,15.606957
775,-15.187200,0.000000,3.793045,15.653697
776,-15.237001,0.000000,3.786563,15.700454
777,-15.286799,0.000000,3.780080,15.747229
778,-15.336593,0.000000,3.773596,15.794021
779,-15.386382,0.000000,3.767110,15.840830
780,-15.436168,0.000000,3.760624,15.887655
781,-15.485951,0.000000,3.754137,15.934498
782,-15.535729,0.000000,3.747649,15.981357
783,-15.585504,0.000000,3.741160,16.028232
784,-15.635275,0.000000,3.734670,16.075124
785,-15.685043,0.000000,3.728180,16.122031
786,-15.734807,0.000000,3.721688,16.168955
787,-15.784567,0.000000,3.715196,16.215895
788,-15.834324,0.000000,3.708703,16.262850
789,-15.884078,0.000000,3.702209,16.309822
790,-15.933828,0.000000,3.695714,16.356808
791,-15.983575,0.000000,3.689219,16.403810
792,-16.033318,0.000000,3.682723,16.450828
793,-16.083058,0.000000,3.676226,16.497860
794,-16.132795,0.000000,3.669728,16.544908
795,-16.182529,0.000000,3.663229,16.591971
796,-16.232259,0.000000,3.656730,16.639048
797,-16.281987,0.000000,3.650230,16.686140
798,-16.331711,0.000000,3.643730,16.733247
799,-16.381432,0.000000,3.637228,16.780368
800,-16.431150,0.000000,3.630726,16.827503
801,-16.480865,0.000000,3.624224,16.874653
802,-16.530577,0.000000,3.617720,16.921817
803,-16.580286,0.000000,3.611216,16.968994
804,-16.629992,0.000000,3.604712,17.016186
805,-16.679696,0.000000,3.598206,17.063392
806,-16.729396,0.000000,3.591701,17.110611
807,-16.779094,0.000000,3.585194,17.157844
808,-16.828788,0.000000,3.578687,17.205090
809,-16.878480,0.000000,3.572180,17.252350
810,-16.928170,0.000000,3.565671,17.299623
811,-16.977856,0.000000,3.559163,17.346909
812,-17.027540,0.000000,3.552653,17.394208
813,-17.077222,0.000000,3.546143,17.441520
814,-17.126900,0.000000,3.539633,17.488845
815,-17.176576,0.000000,3.533122,17.536183
816,-17.226250,0.000000,3.526610,17.583534
817,-17.275921,0.000000,3.520098,17.630897
818,-17.325589,0.000000,3.513586,17.678273
819,-17.375255,0.000000,3.507073,17.725661
820,-17.424919,0.000000,3.500559,17.773061
821,-17.474580,0.000000,3.494045,17.820474
822,-17.524238,0.000000,3.487531,17.867899
823,-17.573895,0.000000,3.481016,17.915336
824,-17.623549,0.000000,3.474500,17.962784
825,-17.673200,0.000000,3.467984,18.010245
826,-17.722850,0.000000,3.461468,18.057717
827,-17.772497,0.000000,3.454951,18.105201
828,-17.822141,0.000000,3.448434,18.152697
829,-17.871784,0.000000,3.441916,18.200204
830,-17.921424,0.000000,3.435398,18.247723
831,-17.971062,0.000000,3.428880,18.295253
832,-18.020698,0.000000,3.422361,18.342794
833,-18.070332,0.000000,3.415841,18.390347
834,-18.119963,0.000000,3.409322,18.437911
835,-18.169593,0.000000,3.402801,18.485485
836,-18.219220,0.000000,3.396281,18.533071
837,-18.268846,0.000000,3.389760,18.580667
838,-18.318469,0.000000,3.383239,18.628275
839,-18.368090,0.000000,3.376717,18.675893
840,-18.417710,0.000000,3.370195,18.723521
841,-18.467327,0.000000,3.363673,18.771160
842,-18.516942,0.000000,3.357150,18.818810
843,-18.566556,0.000000,3.350627,18.866470
844,-18.616167,0.000000,3.344103,18.914140
845,-18.665777,0.000000,3.337579,18.961821
846,-18.715385,0.000000,3.331055,19.009512
847,-18.764990,0.000000,3.324531,19.057213
848,-18.814594,0.000000,3.318006,19.104924
849,-18.864197,0.000000,3.311481,19.152645
850,-18.913797,0.000000,3.304955,19.200376
851,-18.963395,0.000000,3.298430,19.248117
852,-19.012992,0.000000,3.291904,19.295867
853,-19.062587,0.000000,3.285377,19.343628
854,-19.112180,0.000000,3.278851,19.391398
855,-19.161772,0.000000,3.272324,19.439177
856,-19.211362,0.000000,3.265796,19.486966
857,-19.260950,0.000000,3.259269,19.534765
858,-19.310536,0.000000,3.252741,19.582572
859,-19.360121,0.000000,3.246213,19.630389
860,-19.409704,0.000000,3.239684,19.678216
861,-19.459286,0.000000,3.233156,19.726051
862,-19.508866,0.000000,3.226627,19.773896
863,-19.558444,0.000000,3.220098,19.821750
864,-19.608021,0.000000,3.213568,19.869612
865,-19.657596,0.000000,3.207038,19.917484
866,-19.707170,0.000000,3.200508,19.965365
867,-19.756742,0.000000,3.193978,20.013254
868,-19.806312,0.000000,3.187448,20.061152
869,-19.855881,0.000000,3.180917,20.109059
870,-19.905449,0.000000,3.174386,20.156974
871,-19.955015,0.000000,3.167855,20.204898
872,-20.004579,0.000000,3.161324,20.252831
873,-20.054142,0.000000,3.154792,20.300772
874,-20.103704,0.000000,3.148260,20.348721
875,-20.153264,0.000000,3.141728,20.396679
876,-20.202823,0.000000,3.135196,20.444645
877,-20.252381,0.000000,3.128663,20.492620
878,-20.301937,0.000000,3.122130,20.540602
879,-20.351491,0.000000,3.115597,20.588593
880,-20.401045,0.000000,3.109064,20.636592
881,-20.450597,0.000000,3.102531,20.684598
882,-20.500147,0.000000,3.095997,20.732613
883,-20.549697,0.000000,3.089463,20.780636
884,-20.599245,0.000000,3.082930,20.828666
885,-20.648791,0.000000,3.076395,20.876705
886,-20.698337,0.000000,3.069861,20.924751
887,-20.747881,0.000000,3.063326,20.972805
888,-20.797424,0.000000,3.056792,21.020866
889,-20.846965,0.000000,3.050257,21.068935
890,-20.896506,0.000000,3.043722,21.117012
891,-20.946045,0.000000,3.037186,21.165096
892,-20.995583,0.000000,3.030651,21.213188
893,-21.045119,0.000000,3.024115,21.261287
894,-21.094655,0.000000,3.017579,21.309394
895,-21.144189,0.000000,3.011044,21.357507
896,-21.193722,0.000000,3.004507,21.405629
897,-21.243254,0.000000,2.997971,21.453757
898,-21.292785,0.000000,2.991435,21.501892
899,-21.342315,0.000000,2.984898,21.550035
900,-21.391843,0.000000,2.978361,21.598185
901,-21.441371,0.000000,2.971824,21.646342
902,-21.490897,0.000000,2.965287,21.694506
903,-21.540422,0.000000,2.958750,21.742677
904,-21.589946,0.000000,2.952212,21.790854
905,-21.639469,0.000000,2.945675,21.839039
906,-21.688991,0.000000,2.939137,21.887231
907,-21.738512,0.000000,2.932599,21.935429
908,-21.788032,0.000000,2.926061,21.983634
909,-21.837550,0.000000,2.919523,22.031846
910,-21.887068,0.000000,2.912985,22.080064
911,-21.936585,0.000000,2.906447,22.128289
912,-21.986100,0.000000,2.899908,22.176521
913,-22.035615,0.000000,2.893369,22.224759
914,-22.085128,0.000000,2.886830,22.273004
915,-22.134641,0.000000,2.880292,22.321255
916,-22.184153,0.000000,2.873752,22.369512
917,-22.233663,0.000000,2.867213,22.417776
918,-22.283173,0.000000,2.860674,22.466047
919,-22.332682,0.000000,2.854134,22.514323
920,-22.382189,0.000000,2.847595,22.562606
921,-22.431696,0.000000,2.841055,22.610895
922,-22.481202,0.000000,2.834515,22.659191
923,-22.530707,0.000000,2.827975,22.707492
924,-22.580211,0.000000,2.821435,22.755800
925,-22.629714,0.000000,2.814895,22.804113
926,-22.679216,0.000000,2.808355,22.852433
927,-22.728717,0.000000,2.801815,22.900759
928,-22.778218,0.000000,2.795274,22.949091
929,-22.827717,0.000000,2.788734,22.997428
930,-22.877216,0.000000,2.782193,23.045772
931,-22.926714,0.000000,2.775652,23.094121
932,-22.976210,0.000000,2.769111,23.142477
933,-23.025706,0.000000,2.762570,23.190838
934,-23.075202,0.000000,2.756029,23.239204
935,-23.124696,0.000000,2.749488,23.287577
936,-23.174189,0.000000,2.742946,23.335955
937,-23.223682,0.000000,2.736405,23.384339
938,-23.273174,0.000000,2.729863,23.432729
939,-23.322665,0.000000,2.723322,23.481124
940,-23.372155,0.000000,2.716780,23.529525
941,-23.421644,0.000000,2.710238,23.577931
942,-23.471133,0.000000,2.703696,23.626342
943,-23.520621,0.000000,2.697154,23.674760
944,-23.570108,0.000000,2.690612,23.723182
945,-23.619594,0.000000,2.684070,23.771610
946,-23.669080,0.000000,2.677528,23.820044
947,-23.718564,0.000000,2.670986,23.868482
948,-23.768048,0.000000,2.664443,23.916927
949,-23.817531,0.000000,2.657901,23.965376
950,-23.867014,0.000000,2.651358,24.013830
951,-23.916496,0.000000,2.644815,24.062290
952,-23.965977,0.000000,2.638273,24.110755
953,-24.015457,0.000000,2.631730,24.159225
954,-24.064936,0.000000,2.625187,24.207701
955,-24.114415,0.000000,2.618644,24.256181
956,-24.163893,0.000000,2.612101,24.304666
957,-24.213371,0.000000,2.605558,24.353157
958,-24.262847,0.000000,2.599014,24.401652
959,-24.312323,0.000000,2.592471,24.450153
960,-24.361799,0.000000,2.585928,24.498658
961,-24.411273,0.000000,2.579384,24.547169
962,-24.460747,0.000000,2.572841,24.595684
963,-24.510221,0.000000,2.566297,24.644204
964,-24.559693,0.000000,2.559754,24.692729
965,-24.609165,0.000000,2.553210,24.741259
966,-24.658636,0.000000,2.546666,24.789793
967,-24.708107,0.000000,2.540122,24.838333
968,-24.757577,0.000000,2.533578,24.886877
969,-24.807046,0.000000,2.527034,24.935426
970,-24.856515,0.000000,2.520490,24.983979
971,-24.905983,0.000000,2.513946,25.032537
972,-24.955451,0.000000,2.507402,25.081100
973,-25.004917,0.000000,2.500858,25.129667
974,-25.054384,0.000000,2.494313,25.178239
975,-25.103849,0.000000,2.487769,25.226816
976,-25.153314,0.000000,2.481224,25.275397
977,-25.202779,0.000000,2.474680,25.323983
978,-25.252242,0.000000,2.468135,25.372573
979,-25.301706,0.000000,2.461591,25.421167
980,-25.351168,0.000000,2.455046,25.469766
981,-25.400630,0.000000,2.448501,25.518369
982,-25.450092,0.000000,2.441957,25.566977
983,-25.499552,0.000000,2.435412,25.615589
984,-25.549013,0.000000,2.428867,25.664206
985,-25.598472,0.000000,2.422322,25.712826
986,-25.647932,0.000000,2.415777,25.761451
987,-25.697390,0.000000,2.409232,25.810081
988,-25.746848,0.000000,2.402687,25.858714
989,-25.796306,0.000000,2.396142,25.907352
990,-25.845763,0.000000,2.389597,25.955994
991,-25.895219,0.000000,2.383051,26.004640
992,-25.944675,0.000000,2.376506,26.053290
993,-25.994130,0.000000,2.369961,26.101945
994,-26.043585,0.000000,2.363415,26.150603
995,-26.093039,0.000000,2.356870,26.199266
996,-26.142493,0.000000,2.350324,26.247933
997,-26.191946,0.000000,2.343779,26.296603
998,-26.241399,0.000000,2.337233,26.345278
999,-26.290851,0.000000,2.330687,26.393957
1000,-26.340303,0.000000,2.324142,26.442640
1001,-26.389754,0.000000,2.317596,26.491326
1002,-26.439205,0.000000,2.311050,26.540017
1003,-26.488655,0.000000,2.304505,26.588711
1004,-26.538104,0.000000,2.297959,26.637410
1005,-26.587554,0.000000,2.291413,26.686112
1006,-26.637002,0.000000,2.284867,26.734818
1007,-26.686451,0.000000,2.278321,26.783528
1008,-26.735898,0.000000,2.271775,26.832242
1009,-26.785346,0.000000,2.265229,26.880960
1010,-26.834792,0.000000,2.258683,26.929681
1011,-26.884239,0.000000,2.252137,26.978406
1012,-26.933685,0.000000,2.245590,27.027135
1013,-26.983130,0.000000,2.239044,27.075868
1014,-27.032575,0.000000,2.232498,27.124604
1015,-27.082019,0.000000,2.225952,27.173344
1016,-27.131463,0.000000,2.219405,27.222088
1017,-27.180907,0.000000,2.212859,27.270835
1018,-27.230350,0.000000,2.206312,27.319586
1019,-27.279793,0.000000,2.199766,27.368341
1020,-27.329235,0.000000,2.193220,27.417099
1021,-27.378677,0.000000,2.186673,27.465860
1022,-27.428118,0.000000,2.180126,27.514626
1023,-27.477559,0.000000,2.173580,27.563394
1024,-27.527000,0.000000,2.167033,27.612167
1025,-27.576440,0.000000,2.160487,27.660942
1026,-27.625879,0.000000,2.153940,27.709722
1027,-27.675319,0.000000,2.147393,27.758504
1028,-27.724757,0.000000,2.140847,27.807290
1029,-27.774196,0.000000,2.134300,27.856080
1030,-27.823634,0.000000,2.127753,27.904873
1031,-27.873072,0.000000,2.121206,27.953669
1032,-27.922509,0.000000,2.114659,28.002469
1033,-27.971946,0.000000,2.108112,28.051272
1034,-28.021382,0.000000,2.101565,28.100079
1035,-28.070818,0.000000,2.095018,28.148888
1036,-28.120254,0.000000,2.088471,28.197702
1037,-28.169689,0.000000,2.081924,28.246518
1038,-28.219124,0.000000,2.075377,28.295338
1039,-28.268558,0.000000,2.068830,28.344160
1040,-28.317992,0.000000,2.062283,28.392987
1041,-28.367426,0.000000,2.055736,28.441816
1042,-28.416859,0.000000,2.049189,28.490649
1043,-28.466292,0.000000,2.042642,28.539484
1044,-28.515725,0.000000,2.036094,28.588323
1045,-28.565157,0.000000,2.029547,28.637165
1046,-28.614589,0.000000,2.023000,28.686011
1047,-28.664020,0.000000,2.016453,28.734859
1048,-28.713451,0.000000,2.009905,28.783711
1049,-28.762882,0.000000,2.003358,28.832565
1050,-28.812312,0.000000,1.996811,28.881423
1051,-28.861742,0.000000,1.990263,28.930284
1052,-28.911172,0.000000,1.983716,28.979147
1053,-28.960601,0.000000,1.977168,29.028014
1054,-29.010030,0.000000,1.970621,29.076884
1055,-29.059459,0.000000,1.964073,29.125757
1056,-29.108887,0.000000,1.957526,29.174633
1057,-29.158315,0.000000,1.950978,29.223512
1058,-29.207743,0.000000,1.944431,29.272394
1059,-29.257170,0.000000,1.937883,29.321279
1060,-29.306597,0.000000,1.931336,29.370166
1061,-29.356023,0.000000,1.924788,29.419057
1062,-29.405450,0.000000,1.918240,29.467951
1063,-29.454876,0.000000,1.911693,29.516847
1064,-29.504301,0.000000,1.905145,29.565747
1065,-29.553727,0.000000,1.898597,29.614649
1066,-29.603151,0.000000,1.892050,29.663554
1067,-29.652576,0.000000,1.885502,29.712462
1068,-29.702000,0.000000,1.878954,29.761373
1069,-29.751424,0.000000,1.872406,29.810286
1070,-29.800848,0.000000,1.865859,29.859203
1071,-29.850272,0.000000,1.859311,29.908122
1072,-29.899695,0.000000,1.852763,29.957044
1073,-29.949117,0.000000,1.846215,30.005968
1074,-29.998540,0.000000,1.839667,30.054896
1075,-30.047962,0.000000,1.833119,30.103826
1076,-30.097384,0.000000,1.826571,30.152759
1077,-30.146806,0.000000,1.820023,30.201695
1078,-30.196227,0.000000,1.813475,30.250633
1079,-30.245648,0.000000,1.806927,30.299574
1080,-30.295068,0.000000,1.800379,30.348518
1081,-30.344489,0.000000,1.793831,30.397464
1082,-30.393909,0.000000,1.787283,30.446413
1083,-30.443329,0.000000,1.780735,30.495365
1084,-30.492748,0.000000,1.774187,30.544319
1085,-30.542168,0.000000,1.767639,30.593276
1086,-30.591586,0.000000,1.761091,30.642236
1087,-30.641005,0.000000,1.754543,30.691198
1088,-30.690424,0.000000,1.747995,30.740162
1089,-30.739842,0.000000,1.741447,30.789130
1090,-30.789260,0.000000,1.734899,30.838099
1091,-30.838677,0.000000,1.728350,30.887072
1092,-30.888094,0.000000,1.721802,30.936047
1093,-30.937511,0.000000,1.715254,30.985024
1094,-30.986928,0.000000,1.708706,31.034004
1095,-31.036345,0.000000,1.702158,31.082986
1096,-31.085761,0.000000,1.695609,31.131971
1097,-31.135177,0.000000,1.689061,31.180958
1098,-31.184593,0.000000,1.682513,31.229948
1099,-31.234008,0.000000,1.675964,31.278940
1100,-31.283423,0.000000,1.669416,31.327935
1101,-31.332838,0.000000,1.662868,31.376932
1102,-31.382253,0.000000,1.656319,31.425932
1103,-31.431667,0.000000,1.649771,31.474934
1104,-31.481081,0.000000,1.643223,31.523938
1105,-31.530495,0.000000,1.636674,31.572945
1106,-31.579909,0.000000,1.630126,31.621954
1107,-31.629322,0.000000,1.623578,31.670965
1108,-31.678736,0.000000,1.617029,31.719979
1109,-31.728149,0.000000,1.610481,31.768995
1110,-31.777561,0.000000,1.603932,31.818014
1111,-31.826974,0.000000,1.597384,31.867035
1112,-31.876386,0.000000,1.590835,31.916058
1113,-31.925798,0.000000,1.584287,31.965083
1114,-31.975210,0.000000,1.577739,32.014111
1115,-32.024621,0.000000,1.571190,32.063141
1116,-32.074032,0.000000,1.564642,32.112173
1117,-32.123443,0.000000,1.558093,32.161208
1118,-32.172854,0.000000,1.551544,32.210244
1119,-32.222265,0.000000,1.544996,32.259283
1120,-32.271675,0.000000,1.538447,32.308325
1121,-32.321085,0.000000,1.531899,32.357368
1122,-32.370495,0.000000,1.525350,32.406414
1123,-32.419905,0.000000,1.518802,32.455462
1124,-32.469314,0.000000,1.512253,32.504512
1125,-32.518724,0.000000,1.505704,32.553564
1126,-32.568133,0.000000,1.499156,32.602618
1127,-32.617541,0.000000,1.492607,32.651675
1128,-32.666950,0.000000,1.486059,32.700734
1129,-32.716358,0.000000,1.479510,32.749795
1130,-32.765766,0.000000,1.472961,32.798858
1131,-32.815174,0.000000,1.466413,32.847923
1132,-32.864582,0.000000,1.459864,32.896990
1133,-32.913990,0.000000,1.453315,32.946059
1134,-32.963397,0.000000,1.446767,32.995131
1135,-33.012804,0.000000,1.440218,33.044204
1136,-33.062211,0.000000,1.433669,33.093280
1137,-33.111617,0.000000,1.427120,33.142358
1138,-33.161024,0.000000,1.420572,33.191438
1139,-33.210430,0.000000,1.414023,33.240519
1140,-33.259836,0.000000,1.407474,33.289603
1141,-33.309242,0.000000,1.400926,33.338689
1142,-33.358648,0.000000,1.394377,33.387777
1143,-33.408053,0.000000,1.387828,33.436867
1144,-33.457458,0.000000,1.381279,33.485959
1145,-33.506863,0.000000,1.374730,33.535053
1146,-33.556268,0.000000,1.368182,33.584149
1147,-33.605673,0.000000,1.361633,33.633247
1148,-33.655077,0.000000,1.355084,33.682347
1149,-33.704482,0.000000,1.348535,33.731449
1150,-33.753886,0.000000,1.341986,33.780553
1151,-33.803290,0.000000,1.335438,33.829658
1152,-33.852693,0.000000,1.328889,33.878766
1153,-33.902097,0.000000,1.322340,33.927876
1154,-33.951500,0.000000,1.315791,33.976987
1155,-34.000903,0.000000,1.309242,34.026101
1156,-34.050306,0.000000,1.302693,34.075216
1157,-34.099709,0.000000,1.296144,34.124334
1158,-34.149112,0.000000,1.289596,34.173453
1159,-34.198514,0.000000,1.283047,34.222574
1160,-34.247916,0.000000,1.276498,34.271697
1161,-34.297318,0.000000,1.269949,34.320822
1162,-34.346720,0.000000,1.263400,34.369949
1163,-34.396122,0.000000,1.256851,34.419077
1164,-34.445524,0.000000,1.250302,34.468208
1165,-34.494925,0.000000,1.243753,34.517340
1166,-34.544326,0.000000,1.237204,34.566474
1167,-34.593727,0.000000,1.230655,34.615610
1168,-34.643128,0.000000,1.224106,34.664748
1169,-34.692529,0.000000,1.217557,34.713888
1170,-34.741929,0.000000,1.211008,34.763029
1171,-34.791329,0.000000,1.204459,34.812172
1172,-34.840730,0.000000,1.197910,34.861317
1173,-34.890130,0.000000,1.191362,34.910464
1174,-34.939529,0.000000,1.184813,34.959612
1175,-34.988929,0.000000,1.178264,35.008763
1176,-35.038328,0.000000,1.171715,35.057915
1177,-35.087728,0.000000,1.165166,35.107068
1178,-35.137127,0.000000,1.158617,35.156224
1179,-35.186526,0.000000,1.152068,35.205381
1180,-35.235925,0.000000,1.145519,35.254540
1181,-35.285323,0.000000,1.138970,35.303701
1182,-35.334722,0.000000,1.132420,35.352863
1183,-35.384120,0.000000,1.125871,35.402028
1184,-35.433519,0.000000,1.119322,35.451193
1185,-35.482917,0.000000,1.112773,35.500361
1186,-35.532314,0.000000,1.106224,35.549530
1187,-35.581712,0.000000,1.099675,35.598701
1188,-35.631110,0.000000,1.093126,35.647874
1189,-35.680507,0.000000,1.086577,35.697048
1190,-35.729904,0.000000,1.080028,35.746224
1191,-35.779302,0.000000,1.073479,35.795402
1192,-35.828699,0.000000,1.066930,35.844581
1193,-35.878095,0.000000,1.060381,35.893762
1194,-35.927492,0.000000,1.053832,35.942944
1195,-35.976889,0.000000,1.047283,35.992128
1196,-36.026285,0.000000,1.040734,36.041314
1197,-36.075681,0.000000,1.034185,36.090502
1198,-36.125077,0.000000,1.027635,36.139691
1199,-36.174473,0.000000,1.021086,36.188881
1200,-36.223869,0.000000,1.014537,36.238073
1201,-36.273265,0.000000,1.007988,36.287267
